Population Year	 Area	 Variable	 Data
1987	Archuleta	Net Building Permits	104
1987	Archuleta	Net Migration	-128
1987	Archuleta	Population (U.S. Census Bureau)	5265
1987	Archuleta	Total Households	1884
1987	Archuleta	Total Housing Units	3869
1987	Archuleta	Vacant Housing Units	1985
1987	Baca	Average Household Size	2.59
1987	Baca	Births	74
1987	Baca	Deaths	48
1987	Baca	Group Quarters Population (July)	0
1987	Baca	Household Population (July)	4559
1987	Baca	Housing Vacancy Rate	32.8
1987	Baca	July Population	4559
1987	Baca	Natural Population Increase	26
1987	Baca	Net Building Permits	1
1987	Baca	Net Migration	-54
1987	Baca	Population (U.S. Census Bureau)	4559
1987	Baca	Total Households	1763
1987	Baca	Total Housing Units	2625
1987	Baca	Vacant Housing Units	862
1987	Bent	Average Household Size	2.61
1987	Bent	Births	65
1987	Bent	Deaths	55
1987	Bent	Group Quarters Population (July)	407
1987	Bent	Household Population (July)	5025
1987	Bent	Housing Vacancy Rate	24.9
1987	Bent	July Population	5432
1987	Bent	Natural Population Increase	10
1987	Bent	Net Building Permits	7
1987	Bent	Net Migration	-307
1987	Bent	Population (U.S. Census Bureau)	5432
1987	Bent	Total Households	1923
1987	Bent	Total Housing Units	2561
1987	Bent	Vacant Housing Units	638
1987	Boulder	Average Household Size	2.5
1987	Boulder	Births	3251
1987	Boulder	Deaths	1061
1987	Boulder	Group Quarters Population (July)	8780
1987	Boulder	Household Population (July)	205442
1987	Boulder	Housing Vacancy Rate	10.7
1987	Boulder	July Population	214222
1987	Boulder	Natural Population Increase	2190
1987	Boulder	Net Building Permits	1626
1987	Boulder	Net Migration	191
1987	Boulder	Population (U.S. Census Bureau)	214222
1987	Boulder	Total Households	82203
1987	Boulder	Total Housing Units	92060
1987	Boulder	Vacant Housing Units	9857
1987	Broomfield	Average Household Size	0
1987	Broomfield	Births	0
1987	Broomfield	Deaths	0
1987	Broomfield	Group Quarters Population (July)	0
1987	Broomfield	Household Population (July)	0
1987	Broomfield	Housing Vacancy Rate	0
1987	Broomfield	July Population	0
1987	Broomfield	Natural Population Increase	0
1987	Broomfield	Net Building Permits	0
1987	Broomfield	Net Migration	0
1987	Broomfield	Population (U.S. Census Bureau)	0
1987	Broomfield	Total Households	0
1987	Broomfield	Total Housing Units	0
1987	Broomfield	Vacant Housing Units	0
1987	Chaffee	Average Household Size	2.55
1987	Chaffee	Births	129
1987	Chaffee	Deaths	107
1987	Chaffee	Group Quarters Population (July)	620
1987	Chaffee	Household Population (July)	11833
1987	Chaffee	Housing Vacancy Rate	28.9
1987	Chaffee	July Population	12453
1987	Chaffee	Natural Population Increase	22
1987	Chaffee	Net Building Permits	49
1987	Chaffee	Net Migration	-42
1987	Chaffee	Population (U.S. Census Bureau)	12453
1987	Chaffee	Total Households	4632
1987	Chaffee	Total Housing Units	6511
1987	Chaffee	Vacant Housing Units	1879
1987	Cheyenne	Average Household Size	2.27
1987	Cheyenne	Births	37
1987	Cheyenne	Deaths	27
1987	Cheyenne	Group Quarters Population (July)	13
1987	Cheyenne	Household Population (July)	2084
1987	Cheyenne	Housing Vacancy Rate	17.9
1987	Cheyenne	July Population	2097
1987	Cheyenne	Natural Population Increase	10
1987	Cheyenne	Net Building Permits	1
1987	Cheyenne	Net Migration	-98
1987	Cheyenne	Population (U.S. Census Bureau)	2097
1987	Cheyenne	Total Households	919
1987	Cheyenne	Total Housing Units	1119
1987	Cheyenne	Vacant Housing Units	200
1987	Clear Creek	Average Household Size	2.55
1987	Clear Creek	Births	131
1987	Clear Creek	Deaths	26
1987	Clear Creek	Group Quarters Population (July)	44
1987	Clear Creek	Household Population (July)	7778
1987	Clear Creek	Housing Vacancy Rate	34.7
1987	Clear Creek	July Population	7822
1987	Clear Creek	Natural Population Increase	105
1987	Clear Creek	Net Building Permits	39
1987	Clear Creek	Net Migration	-442
1987	Clear Creek	Population (U.S. Census Bureau)	7822
1987	Clear Creek	Total Households	3055
1987	Clear Creek	Total Housing Units	4681
1987	Clear Creek	Vacant Housing Units	1626
1987	Conejos	Average Household Size	3.05
1987	Conejos	Births	137
1987	Conejos	Deaths	71
1987	Conejos	Group Quarters Population (July)	0
1987	Conejos	Household Population (July)	8090
1987	Conejos	Housing Vacancy Rate	20
1987	Conejos	July Population	8090
1987	Conejos	Natural Population Increase	66
1987	Conejos	Net Building Permits	4
1987	Conejos	Net Migration	77
1987	Conejos	Population (U.S. Census Bureau)	8090
1987	Conejos	Total Households	2649
1987	Conejos	Total Housing Units	3310
1987	Conejos	Vacant Housing Units	661
1987	Costilla	Average Household Size	2.84
1987	Costilla	Births	57
1987	Costilla	Deaths	24
1987	Costilla	Group Quarters Population (July)	0
1987	Costilla	Household Population (July)	3349
1987	Costilla	Housing Vacancy Rate	29.2
1987	Costilla	July Population	3349
1987	Costilla	Natural Population Increase	33
1987	Costilla	Net Building Permits	0
1987	Costilla	Net Migration	9
1987	Costilla	Population (U.S. Census Bureau)	3349
1987	Costilla	Total Households	1181
1987	Costilla	Total Housing Units	1667
1987	Costilla	Vacant Housing Units	486
1987	Crowley	Average Household Size	2.25
1987	Crowley	Births	42
1987	Crowley	Deaths	33
1987	Crowley	Group Quarters Population (July)	56
1987	Crowley	Household Population (July)	3016
1987	Crowley	Housing Vacancy Rate	1.5
1987	Crowley	July Population	3072
1987	Crowley	Natural Population Increase	9
1987	Crowley	Net Building Permits	42
1987	Crowley	Net Migration	78
1987	Crowley	Population (U.S. Census Bureau)	3072
1987	Crowley	Total Households	1341
1987	Crowley	Total Housing Units	1362
1987	Crowley	Vacant Housing Units	21
1987	Custer	Average Household Size	2.42
1987	Custer	Births	25
1987	Custer	Deaths	6
1987	Custer	Group Quarters Population (July)	18
1987	Custer	Household Population (July)	2032
1987	Custer	Housing Vacancy Rate	36
1987	Custer	July Population	2050
1987	Custer	Natural Population Increase	19
1987	Custer	Net Building Permits	1
1987	Custer	Net Migration	-44
1987	Custer	Population (U.S. Census Bureau)	2050
1987	Custer	Total Households	839
1987	Custer	Total Housing Units	1310
1987	Custer	Vacant Housing Units	471
1987	Delta	Average Household Size	2.45
1987	Delta	Births	259
1987	Delta	Deaths	266
1987	Delta	Group Quarters Population (July)	309
1987	Delta	Household Population (July)	21473
1987	Delta	Housing Vacancy Rate	6.6
1987	Delta	July Population	21782
1987	Delta	Natural Population Increase	-7
1987	Delta	Net Building Permits	3
1987	Delta	Net Migration	-564
1987	Delta	Population (U.S. Census Bureau)	21782
1987	Delta	Total Households	8770
1987	Delta	Total Housing Units	9387
1987	Delta	Vacant Housing Units	617
1987	Denver	Average Household Size	2.08
1987	Denver	Births	8856
1987	Denver	Deaths	4509
1987	Denver	Group Quarters Population (July)	13044
1987	Denver	Household Population (July)	477230
1987	Denver	Housing Vacancy Rate	5.1
1987	Denver	July Population	490274
1987	Denver	Natural Population Increase	4347
1987	Denver	Net Building Permits	1109
1987	Denver	Net Migration	-11087
1987	Denver	Population (U.S. Census Bureau)	490274
1987	Denver	Total Households	229863
1987	Denver	Total Housing Units	242120
1987	Denver	Vacant Housing Units	12257
1987	Dolores	Average Household Size	2.66
1987	Dolores	Births	29
1987	Dolores	Deaths	13
1987	Dolores	Group Quarters Population (July)	0
1987	Dolores	Household Population (July)	1494
1987	Dolores	Housing Vacancy Rate	42.3
1987	Dolores	July Population	1494
1987	Dolores	Natural Population Increase	16
1987	Dolores	Net Building Permits	0
1987	Dolores	Net Migration	-51
1987	Dolores	Population (U.S. Census Bureau)	1494
1987	Dolores	Total Households	562
1987	Dolores	Total Housing Units	974
1987	Dolores	Vacant Housing Units	412
1987	Douglas	Average Household Size	3.39
1987	Douglas	Births	853
1987	Douglas	Deaths	133
1987	Douglas	Group Quarters Population (July)	178
1987	Douglas	Household Population (July)	48666
1987	Douglas	Housing Vacancy Rate	28.9
1987	Douglas	July Population	48844
1987	Douglas	Natural Population Increase	720
1987	Douglas	Net Building Permits	1825
1987	Douglas	Net Migration	2470
1987	Douglas	Population (U.S. Census Bureau)	48844
1987	Douglas	Total Households	14345
1987	Douglas	Total Housing Units	20189
1987	Douglas	Vacant Housing Units	5844
1987	Eagle	Average Household Size	2.36
1987	Eagle	Births	370
1987	Eagle	Deaths	61
1987	Eagle	Group Quarters Population (July)	7
1987	Eagle	Household Population (July)	18995
1987	Eagle	Housing Vacancy Rate	42.9
1987	Eagle	July Population	19002
1987	Eagle	Natural Population Increase	309
1987	Eagle	Net Building Permits	205
1987	Eagle	Net Migration	-160
1987	Eagle	Population (U.S. Census Bureau)	19002
1987	Eagle	Total Households	8050
1987	Eagle	Total Housing Units	14093
1987	Eagle	Vacant Housing Units	6043
1987	Elbert	Average Household Size	2.91
1987	Elbert	Births	147
1987	Elbert	Deaths	40
1987	Elbert	Group Quarters Population (July)	37
1987	Elbert	Household Population (July)	9303
1987	Elbert	Housing Vacancy Rate	18.9
1987	Elbert	July Population	9340
1987	Elbert	Natural Population Increase	107
1987	Elbert	Net Building Permits	160
1987	Elbert	Net Migration	440
1987	Elbert	Population (U.S. Census Bureau)	9340
1987	Elbert	Total Households	3199
1987	Elbert	Total Housing Units	3945
1987	Elbert	Vacant Housing Units	746
1987	El Paso	Average Household Size	2.59
1987	El Paso	Births	7642
1987	El Paso	Deaths	2118
1987	El Paso	Group Quarters Population (July)	18554
1987	El Paso	Household Population (July)	374166
1987	El Paso	Housing Vacancy Rate	11.3
1987	El Paso	July Population	392720
1987	El Paso	Natural Population Increase	5524
1987	El Paso	Net Building Permits	2661
1987	El Paso	Net Migration	7892
1987	El Paso	Population (U.S. Census Bureau)	392720
1987	El Paso	Total Households	144240
1987	El Paso	Total Housing Units	162616
1987	El Paso	Vacant Housing Units	18376
1987	Fremont	Average Household Size	2.62
1987	Fremont	Births	364
1987	Fremont	Deaths	358
1987	Fremont	Group Quarters Population (July)	2697
1987	Fremont	Household Population (July)	28697
1987	Fremont	Housing Vacancy Rate	20.4
1987	Fremont	July Population	31394
1987	Fremont	Natural Population Increase	6
1987	Fremont	Net Building Permits	110
1987	Fremont	Net Migration	258
1987	Fremont	Population (U.S. Census Bureau)	31394
1987	Fremont	Total Households	10955
1987	Fremont	Total Housing Units	13761
1987	Fremont	Vacant Housing Units	2806
1987	Garfield	Average Household Size	2.67
1987	Garfield	Births	424
1987	Garfield	Deaths	193
1987	Garfield	Group Quarters Population (July)	451
1987	Garfield	Household Population (July)	25936
1987	Garfield	Housing Vacancy Rate	19.5
1987	Garfield	July Population	26387
1987	Garfield	Natural Population Increase	231
1987	Garfield	Net Building Permits	68
1987	Garfield	Net Migration	-35
1987	Garfield	Population (U.S. Census Bureau)	26387
1987	Garfield	Total Households	9728
1987	Garfield	Total Housing Units	12078
1987	Garfield	Vacant Housing Units	2350
1987	Gilpin	Average Household Size	2.78
1987	Gilpin	Births	58
1987	Gilpin	Deaths	10
1987	Gilpin	Group Quarters Population (July)	53
1987	Gilpin	Household Population (July)	3226
1987	Gilpin	Housing Vacancy Rate	48.1
1987	Gilpin	July Population	3279
1987	Gilpin	Natural Population Increase	48
1987	Gilpin	Net Building Permits	16
1987	Gilpin	Net Migration	-6
1987	Gilpin	Population (U.S. Census Bureau)	3279
1987	Gilpin	Total Households	1162
1987	Gilpin	Total Housing Units	2240
1987	Gilpin	Vacant Housing Units	1078
1987	Grand	Average Household Size	2.37
1987	Grand	Births	122
1987	Grand	Deaths	37
1987	Grand	Group Quarters Population (July)	9
1987	Grand	Household Population (July)	8899
1987	Grand	Housing Vacancy Rate	63.3
1987	Grand	July Population	8908
1987	Grand	Natural Population Increase	85
1987	Grand	Net Building Permits	77
1987	Grand	Net Migration	-316
1987	Grand	Population (U.S. Census Bureau)	8908
1987	Grand	Total Households	3749
1987	Grand	Total Housing Units	10213
1987	Grand	Vacant Housing Units	6464
1987	Gunnison	Average Household Size	2.11
1987	Gunnison	Births	126
1987	Gunnison	Deaths	58
1987	Gunnison	Group Quarters Population (July)	1485
1987	Gunnison	Household Population (July)	9370
1987	Gunnison	Housing Vacancy Rate	39.5
1987	Gunnison	July Population	10855
1987	Gunnison	Natural Population Increase	68
1987	Gunnison	Net Building Permits	119
1987	Gunnison	Net Migration	-103
1987	Gunnison	Population (U.S. Census Bureau)	10855
1987	Gunnison	Total Households	4448
1987	Gunnison	Total Housing Units	7350
1987	Gunnison	Vacant Housing Units	2902
1987	Hinsdale	Average Household Size	2.89
1987	Hinsdale	Births	8
1987	Hinsdale	Deaths	0
1987	Hinsdale	Group Quarters Population (July)	0
1987	Hinsdale	Household Population (July)	508
1987	Hinsdale	Housing Vacancy Rate	80.7
1987	Hinsdale	July Population	508
1987	Hinsdale	Natural Population Increase	6
1987	Hinsdale	Net Building Permits	15
1987	Hinsdale	Net Migration	32
1987	Hinsdale	Population (U.S. Census Bureau)	508
1987	Hinsdale	Total Households	176
1987	Hinsdale	Total Housing Units	913
1987	Hinsdale	Vacant Housing Units	737
1987	Huerfano	Average Household Size	2.31
1987	Huerfano	Births	71
1987	Huerfano	Deaths	69
1987	Huerfano	Group Quarters Population (July)	142
1987	Huerfano	Household Population (July)	6358
1987	Huerfano	Housing Vacancy Rate	34.8
1987	Huerfano	July Population	6500
1987	Huerfano	Natural Population Increase	2
1987	Huerfano	Net Building Permits	70
1987	Huerfano	Net Migration	-254
1987	Huerfano	Population (U.S. Census Bureau)	6500
1987	Huerfano	Total Households	2757
1987	Huerfano	Total Housing Units	4227
1987	Huerfano	Vacant Housing Units	1470
1987	Jackson	Average Household Size	2.87
1987	Jackson	Births	20
1987	Jackson	Deaths	12
1987	Jackson	Group Quarters Population (July)	19
1987	Jackson	Household Population (July)	1756
1987	Jackson	Housing Vacancy Rate	47.9
1987	Jackson	July Population	1775
1987	Jackson	Natural Population Increase	8
1987	Jackson	Net Building Permits	12
1987	Jackson	Net Migration	59
1987	Jackson	Population (U.S. Census Bureau)	1775
1987	Jackson	Total Households	612
1987	Jackson	Total Housing Units	1175
1987	Jackson	Vacant Housing Units	563
1987	Jefferson	Average Household Size	2.78
1987	Jefferson	Births	6551
1987	Jefferson	Deaths	2161
1987	Jefferson	Group Quarters Population (July)	6213
1987	Jefferson	Household Population (July)	423974
1987	Jefferson	Housing Vacancy Rate	11.8
1987	Jefferson	July Population	430187
1987	Jefferson	Natural Population Increase	4390
1987	Jefferson	Net Building Permits	2809
1987	Jefferson	Net Migration	-1273
1987	Jefferson	Population (U.S. Census Bureau)	430187
1987	Jefferson	Total Households	152699
1987	Jefferson	Total Housing Units	173123
1987	Jefferson	Vacant Housing Units	20424
1987	Kiowa	Average Household Size	2.44
1987	Kiowa	Births	25
1987	Kiowa	Deaths	16
1987	Kiowa	Group Quarters Population (July)	28
1987	Kiowa	Household Population (July)	1730
1987	Kiowa	Housing Vacancy Rate	14.9
1987	Kiowa	July Population	1758
1987	Kiowa	Natural Population Increase	9
1987	Kiowa	Net Building Permits	0
1987	Kiowa	Net Migration	-49
1987	Kiowa	Population (U.S. Census Bureau)	1758
1987	Kiowa	Total Households	709
1987	Kiowa	Total Housing Units	833
1987	Kiowa	Vacant Housing Units	124
1987	Kit Carson	Average Household Size	2.48
1987	Kit Carson	Births	118
1987	Kit Carson	Deaths	51
1987	Kit Carson	Group Quarters Population (July)	68
1987	Kit Carson	Household Population (July)	7173
1987	Kit Carson	Housing Vacancy Rate	18.5
1987	Kit Carson	July Population	7241
1987	Kit Carson	Natural Population Increase	67
1987	Kit Carson	Net Building Permits	4
1987	Kit Carson	Net Migration	-199
1987	Kit Carson	Population (U.S. Census Bureau)	7241
1987	Kit Carson	Total Households	2890
1987	Kit Carson	Total Housing Units	3545
1987	Kit Carson	Vacant Housing Units	655
1987	Lake	Average Household Size	2.66
1987	Lake	Births	89
1987	Lake	Deaths	32
1987	Lake	Group Quarters Population (July)	87
1987	Lake	Household Population (July)	5958
1987	Lake	Housing Vacancy Rate	40.9
1987	Lake	July Population	6045
1987	Lake	Natural Population Increase	57
1987	Lake	Net Building Permits	10
1987	Lake	Net Migration	-462
1987	Lake	Population (U.S. Census Bureau)	6045
1987	Lake	Total Households	2239
1987	Lake	Total Housing Units	3788
1987	Lake	Vacant Housing Units	1549
1987	La Plata	Average Household Size	2.65
1987	La Plata	Births	486
1987	La Plata	Deaths	192
1987	La Plata	Group Quarters Population (July)	1201
1987	La Plata	Household Population (July)	29715
1987	La Plata	Housing Vacancy Rate	27.2
1987	La Plata	July Population	30916
1987	La Plata	Natural Population Increase	294
1987	La Plata	Net Building Permits	139
1987	La Plata	Net Migration	-168
1987	La Plata	Population (U.S. Census Bureau)	30916
1987	La Plata	Total Households	11213
1987	La Plata	Total Housing Units	15400
1987	La Plata	Vacant Housing Units	4187
1987	Larimer	Average Household Size	2.52
1987	Larimer	Births	2660
1987	Larimer	Deaths	1015
1987	Larimer	Group Quarters Population (July)	8517
1987	Larimer	Household Population (July)	169634
1987	Larimer	Housing Vacancy Rate	12.9
1987	Larimer	July Population	178151
1987	Larimer	Natural Population Increase	1645
1987	Larimer	Net Building Permits	1536
1987	Larimer	Net Migration	1526
